Respondent,duration,code,priorQ1,updatedQ1,priorQ2,updatedQ2,priorQ3,updatedQ3,priorQ4,updatedQ4,priorQ5,updatedQ5,priorQ6,updatedQ6,priorQ7,updatedQ7,priorQ8,updatedQ8 ,priorQ9,updatedQ9,priorQ10,updatedQ10 ,Advice1,Advice2,Advice3,Advice4,Advice5,Advice6,Advice7,Advice8,Advice9,Advice10,True1,True2,True3,True4,True5,True6,True7,True8,True9,True10,SlNoQ1,SlNoQ2,SlNoQ3,SlNoQ4,SlNoQ5,SlNoQ6,SlNoQ7,SlNoQ8,SlNoQ9,SlNoQ10
401,579,3044,50,50,68,75,45,42,55,48,35,29,40,49,60,60,18,18,70,72,60,50,50,75,40,45,27,50,62,20,75,45,38,70,32,44,22,43,68,17,76,37,138,70,32,44,122,143,168,117,176,37
402,399,3135,45,47,13,13,63,64,66,66,31,33,71,74,60,62,62,55,45,49,66,65,65,13,65,68,35,78,65,52,54,60,58,11,59,69,28,92,55,46,45,64,58,11,59,69,28,92,55,46,145,164
403,720,3440,70,70,42,42,85,85,62,62,68,69,72,72,67,67,85,82,27,27,65,65,78,40,85,65,72,70,72,78,28,78,86,32,95,72,68,73,75,84,26,91,186,32,95,72,68,173,175,184,26,91
404,399,3018,43,42,7,9,45,49,38,37,10,11,29,20,21,21,85,77,50,53,47,49,45,10,54,35,12,18,20,75,55,52,39,6,45,38,8,22,17,84,52,42,39,106,145,38,108,22,117,84,52,142
405,894,3344,48,51,33,40,19,17,44,44,62,66,63,63,29,35,30,32,76,77,87,87,55,45,16,45,72,62,45,35,78,85,46,41,16,44,76,68,32,27,82,90,146,41,16,44,76,168,132,127,82,90
406,682,3063,45,50,88,90,75,80,25,30,18,22,90,98,10,12,90,98,77,85,75,80,68,78,72,45,16,95,10,82,72,62,63,83,75,37,16,95,6,93,76,61,163,83,175,37,116,195,106,193,76,61
407,512,3268,25,25,35,45,80,70,40,45,22,28,15,18,65,60,15,14,60,60,80,85,25,50,62,50,32,22,60,14,60,85,23,38,57,43,27,15,54,13,60,90,23,138,57,143,27,115,154,113,60,90
408,613,3016,83,87,73,77,68,74,15,13,43,49,62,64,4,4,54,54,82,83,29,36,95,85,78,12,52,70,5,55,85,45,95,96,82,11,54,67,4,49,89,32,195,196,182,111,54,167,4,49,189,132
409,460,3391,36,41,62,64,30,32,70,66,48,48,50,49,29,32,30,28,48,48,1,2,52,70,35,62,52,45,45,27,52,2,35,62,29,57,54,39,34,19,44,1,135,162,129,57,54,39,34,119,144,101
410,484,3290,92,88,58,56,72,68,75,76,84,78,72,69,48,43,45,42,63,67,92,83,85,54,72,72,72,65,45,38,62,78,89,45,72,71,81,66,39,33,61,99,189,145,172,71,81,166,39,33,61,199
411,1588,3481,38,35,36,41,38,27,55,65,60,60,35,35,70,80,28,28,75,75,60,60,34,42,22,72,60,32,85,27,78,65,26,36,15,76,64,27,90,18,82,66,126,36,115,76,164,27,90,118,82,166
412,1136,3402,87,87,82,82,29,46,45,39,34,45,84,84,95,95,53,53,43,48,27,31,85,78,52,35,50,78,85,55,55,34,93,83,35,30,38,82,89,46,62,26,93,83,135,130,138,82,189,146,62,126
413,548,3478,4,4,41,42,40,39,56,57,63,63,47,47,6,7,49,49,67,68,70,74,5,52,35,60,75,52,10,55,73,82,4,33,28,57,86,46,10,46,73,98,4,133,128,157,86,46,10,146,73,98
414,673,3328,78,78,64,62,65,65,67,70,80,80,76,74,48,48,50,48,82,82,72,73,75,58,60,72,82,72,48,45,82,73,86,53,54,68,100,72,45,37,92,73,86,53,154,68,200,172,45,37,192,73
415,897,3008,15,12,27,25,28,26,34,34,44,50,63,63,77,78,45,45,70,72,81,81,10,22,22,35,62,65,84,45,78,82,9,15,20,31,61,72,99,41,81,98,109,115,20,131,61,72,99,41,181,98
416,580,3481,28,35,36,38,31,24,58,65,58,58,24,27,76,80,32,30,64,72,56,62,34,42,22,72,60,32,85,27,78,65,26,36,15,76,64,27,90,18,82,66,126,36,115,76,164,27,90,118,82,166
417,249,3095,70,68,74,72,55,58,43,45,56,56,8,8,64,65,49,47,66,67,75,65,75,76,70,52,63,10,73,52,80,72,70,79,61,47,56,10,77,47,66,75,70,179,161,147,156,10,177,47,66,75
418,792,3375,63,63,69,69,38,38,45,41,7,7,5,6,58,57,76,76,83,83,92,89,60,62,35,35,8,7,55,72,85,85,60,57,29,35,6,5,53,77,90,89,60,57,129,35,6,105,153,77,90,189
419,510,3458,72,70,49,49,45,45,37,38,11,11,78,78,14,14,35,35,80,80,8,8,67,54,45,45,10,78,14,35,78,10,65,45,43,40,10,84,13,31,82,8,65,145,43,40,10,184,113,131,82,8
420,463,3077,54,50,40,49,20,17,68,62,69,70,80,83,30,33,35,40,57,61,68,70,45,52,15,60,72,85,35,45,60,70,44,41,14,57,77,88,35,36,60,61,44,141,114,157,77,88,35,136,60,161
421,639,3433,25,27,78,78,76,82,30,25,38,40,80,79,27,30,48,52,73,72,46,50,27,78,85,22,45,78,32,55,70,55,22,81,96,21,37,99,29,52,73,51,122,181,196,21,37,199,29,52,173,51
422,466,3291,54,53,72,70,61,57,63,63,59,62,51,51,78,75,3,3,2,2,21,24,52,68,55,62,65,52,72,3,3,25,42,64,52,61,58,48,71,2,3,23,142,64,52,61,58,48,71,102,3,23
423,639,3296,18,18,15,15,12,13,20,27,1,1,67,66,95,90,60,60,37,38,44,44,18,14,14,32,1,65,85,60,40,45,22,12,14,27,1,66,98,64,32,37,22,112,14,27,1,166,198,164,32,137
424,358,3306,30,25,70,69,72,72,79,83,79,80,43,48,47,52,80,83,34,37,23,17,22,68,73,85,85,52,60,85,45,14,15,64,77,89,88,54,60,97,34,13,115,64,177,189,88,54,160,97,134,113
425,1012,3118,56,50,5,8,70,70,70,70,37,30,60,60,5,7,10,10,6,7,60,63,52,10,75,85,35,70,10,22,10,54,47,9,89,88,30,73,6,15,8,48,47,109,89,88,130,173,106,115,8,148
426,287,3035,63,63,87,84,8,9,88,92,89,87,24,23,76,77,3,3,24,20,92,89,62,75,10,95,85,22,75,3,18,85,57,85,8,95,90,21,76,2,22,98,57,85,8,195,190,21,176,2,22,198
427,416,3450,73,74,48,52,85,80,43,46,56,56,27,24,62,63,87,86,45,49,44,47,75,55,78,52,55,22,65,85,50,52,87,51,84,42,52,15,58,95,40,47,87,51,184,142,52,115,58,95,140,47
428,309,3318,45,47,80,80,76,76,68,70,29,29,34,34,51,56,77,77,46,46,74,74,55,82,72,75,27,35,63,74,50,75,49,78,75,87,22,38,56,85,40,88,49,78,175,87,122,38,156,185,140,188
429,429,3034,68,68,32,32,65,65,75,75,12,12,14,14,1,1,78,78,81,81,65,65,76,22,72,75,10,14,1,78,72,65,79,20,77,76,7,14,1,82,75,67,179,120,77,176,7,14,1,182,75,67
430,519,3369,38,41,38,41,65,63,98,96,42,50,68,70,55,57,71,72,80,79,63,65,45,52,65,95,55,78,62,76,75,72,39,41,59,95,50,91,52,79,70,68,39,141,59,195,150,91,152,179,70,68
431,343,3285,68,73,48,51,45,37,34,41,73,76,77,74,70,70,83,82,75,73,4,4,75,52,35,45,80,72,72,78,72,3,70,54,35,40,66,74,81,99,80,3,70,54,35,40,66,174,81,199,180,3
432,583,3310,28,30,12,12,23,24,15,15,54,50,71,80,38,40,52,54,87,86,62,65,35,12,27,14,45,85,45,60,75,70,28,8,23,14,44,100,36,60,85,73,28,108,123,14,44,100,136,160,85,173
433,1888,3321,47,46,85,85,32,32,31,29,44,47,32,33,37,41,26,23,66,67,24,23,45,85,32,27,50,35,45,20,68,22,39,98,30,23,43,28,34,17,63,15,39,198,30,123,143,28,134,117,163,115
434,1159,3190,75,75,45,56,30,30,85,85,85,85,35,45,4,3,58,65,45,40,33,34,75,55,32,85,85,45,3,65,35,34,84,62,30,95,96,41,2,66,35,25,84,62,30,95,96,41,2,166,35,25
435,584,3208,88,79,76,74,64,65,58,60,37,28,82,76,85,81,17,21,86,81,76,78,75,72,65,62,22,72,78,22,78,78,89,71,58,68,21,72,92,15,81,82,89,71,58,168,21,172,92,115,181,182
436,1685,3426,68,67,79,81,37,41,17,16,6,5,28,43,56,60,58,55,43,27,17,16,65,82,45,15,5,45,63,52,22,18,66,92,41,14,4,37,56,35,19,15,166,192,41,114,104,137,156,135,19,15
437,520,3085,63,66,75,78,22,22,74,78,79,80,74,74,71,71,57,57,79,78,59,61,72,85,22,85,82,75,72,60,75,68,77,97,19,100,98,80,75,55,89,69,77,97,19,100,98,80,175,155,89,69
438,458,3302,67,70,77,64,45,45,10,10,37,40,70,75,27,27,83,83,35,38,42,59,74,62,52,10,50,85,32,85,45,62,85,57,50,9,40,100,27,89,37,68,185,57,50,9,140,100,27,189,137,168
439,1298,3385,64,70,63,63,68,69,82,80,69,60,73,70,32,33,75,73,42,46,76,72,75,63,70,75,54,62,35,72,52,68,87,56,62,79,48,57,35,75,48,64,87,156,162,79,148,57,35,175,48,64
440,371,3168,75,74,41,39,73,76,43,49,80,79,25,26,81,77,8,7,24,19,22,31,72,38,78,52,78,28,75,7,18,32,80,33,87,35,82,25,79,5,22,29,180,33,187,135,182,125,79,5,22,29
441,512,3062,62,69,8,8,66,81,81,82,7,8,62,69,75,77,59,59,46,50,62,70,78,8,85,85,9,78,78,60,52,72,91,6,96,93,7,86,84,54,44,76,91,6,96,93,107,186,184,154,144,76
442,386,3418,40,48,41,48,68,66,21,17,44,40,67,73,10,14,27,18,44,40,75,75,52,55,65,12,35,75,14,18,35,75,42,62,59,11,31,70,14,22,38,86,142,62,59,111,131,70,14,22,38,86
443,760,3270,80,80,45,45,76,76,6,6,7,7,82,82,2,2,28,30,30,30,75,75,85,55,78,10,10,82,3,32,25,72,94,62,86,7,10,78,3,29,23,75,194,62,186,7,10,78,3,29,23,75
444,1349,3329,44,35,55,60,73,73,48,49,54,43,81,77,35,43,87,80,44,50,67,63,32,67,72,52,35,78,35,75,55,65,30,65,80,47,29,91,30,76,46,67,30,65,180,47,129,191,130,176,146,67
445,802,3326,39,35,52,52,55,55,74,70,82,85,70,65,80,75,19,20,74,72,84,86,32,52,55,65,85,65,75,18,72,85,31,41,62,59,93,72,85,22,80,90,31,141,62,59,93,72,85,22,180,90
446,586,3372,20,19,48,45,65,65,55,55,58,58,80,82,22,22,90,85,9,11,70,72,19,45,65,55,58,82,22,84,12,72,17,43,59,52,53,98,19,99,13,81,17,43,59,52,53,98,19,99,13,81
447,634,3044,35,48,68,72,32,38,45,45,20,25,45,49,62,62,16,18,78,76,49,46,50,75,40,45,27,50,62,20,75,45,38,70,32,44,22,43,68,17,76,37,138,70,32,44,122,143,168,117,176,37
448,648,3042,81,75,47,48,81,76,25,26,31,33,64,58,86,84,26,26,19,18,86,86,68,52,70,25,32,55,75,28,14,72,69,41,62,23,24,51,85,25,12,75,69,141,162,23,24,51,85,125,112,75
449,1319,3195,78,78,32,32,80,80,57,55,67,69,41,43,54,60,79,79,48,50,47,55,78,34,78,52,73,48,62,78,52,55,84,26,86,50,77,45,68,78,44,46,184,126,186,50,177,45,168,178,144,146
450,484,3442,31,31,26,25,60,64,67,69,9,9,79,79,52,57,32,32,88,87,8,11,34,45,68,72,10,78,60,35,85,12,26,34,63,70,9,91,60,35,90,8,126,134,163,170,109,191,160,35,90,108
451,674,3395,2,2,38,45,40,40,3,3,80,90,85,80,45,45,90,90,19,19,56,56,2,52,42,3,95,75,35,85,18,52,1,33,36,2,95,89,30,95,18,50,101,133,36,2,195,89,130,95,18,50
452,382,3441,70,72,77,80,42,43,8,8,2,2,37,35,17,16,79,78,80,80,67,66,75,85,45,7,1,32,15,75,78,65,88,88,37,5,1,31,14,80,83,59,188,88,37,105,1,31,114,80,83,59
453,747,3327,32,40,28,20,81,83,19,17,47,58,39,52,95,90,33,40,27,25,30,39,45,12,85,18,60,65,85,45,22,45,40,11,90,22,55,55,94,39,20,41,40,111,190,22,155,55,94,139,120,41
454,363,3288,29,30,57,58,74,74,43,45,44,45,42,44,38,39,51,52,32,33,30,34,34,60,75,52,55,52,45,60,35,45,26,55,84,50,49,47,41,57,28,36,126,155,84,50,49,47,41,157,28,136
455,1331,3434,38,48,3,4,12,11,45,44,89,88,72,70,82,74,38,42,14,10,90,88,50,4,10,40,84,68,75,45,10,82,43,3,10,32,99,63,86,34,10,92,143,103,10,32,99,163,86,34,110,192
456,703,3262,22,20,73,78,31,31,76,76,32,36,87,87,9,10,64,65,14,15,72,72,18,78,32,73,40,82,10,68,16,72,22,82,27,77,32,92,7,63,16,81,22,82,27,177,32,192,7,163,16,81
457,395,3330,76,74,61,61,48,39,21,19,72,69,81,75,5,6,84,75,94,85,71,72,72,62,35,18,68,73,8,73,82,72,75,68,35,22,64,77,6,73,93,71,175,168,35,22,64,177,6,73,193,71
458,525,3464,75,75,73,73,42,42,65,65,59,59,88,92,55,55,47,52,72,72,33,33,78,72,45,67,65,95,54,54,70,32,87,70,34,65,59,95,48,45,62,31,187,170,134,65,59,195,148,145,162,31
459,746,3022,9,9,80,80,34,34,27,45,27,27,40,40,95,95,70,70,85,85,45,65,7,72,34,45,27,52,85,74,78,65,5,81,26,34,18,44,88,85,81,59,105,81,126,134,118,144,88,185,181,59
460,558,3344,58,56,35,41,17,17,50,46,68,71,60,60,32,41,40,40,72,72,82,82,55,45,16,45,72,62,45,35,78,85,46,41,16,44,76,68,32,27,82,90,146,41,16,44,76,168,132,127,82,90
461,352,3247,6,6,26,27,32,38,16,16,7,9,30,28,49,50,34,36,28,32,78,76,5,25,42,19,10,34,52,35,34,73,4,23,36,17,10,26,41,38,25,77,4,23,36,17,10,126,141,38,25,177
462,681,3003,81,84,70,58,55,52,18,30,56,55,58,60,17,21,42,43,78,78,42,35,85,58,54,34,55,60,27,45,78,32,98,53,48,25,46,60,23,44,78,31,198,53,148,25,146,160,123,44,178,31
463,851,3254,72,70,57,60,9,9,81,81,88,88,5,7,30,35,64,72,62,62,75,75,70,60,10,78,85,10,35,72,65,78,62,55,10,84,89,8,29,75,72,87,162,155,110,184,189,8,129,75,72,187
464,359,3035,80,75,81,80,7,8,84,90,90,87,28,25,77,77,3,3,22,20,88,88,62,75,10,95,85,22,75,3,18,85,57,85,8,95,90,21,76,2,22,98,57,85,8,195,190,21,176,2,22,198
465,860,3426,60,63,72,80,40,41,17,16,7,6,55,50,60,60,35,45,27,23,17,18,65,82,45,15,5,45,63,52,22,18,66,92,41,14,4,37,56,35,19,15,166,192,41,114,104,137,156,135,19,15
466,691,3323,68,74,3,3,60,68,9,10,62,63,40,48,42,50,8,9,38,35,60,69,78,3,70,10,65,52,52,10,35,75,82,2,67,10,67,41,54,8,38,86,182,102,167,10,67,141,54,8,38,86
467,799,3184,73,76,77,79,72,73,84,83,86,85,26,27,32,32,35,29,80,80,72,73,75,82,80,82,78,28,34,28,75,74,76,98,66,92,99,26,26,25,85,85,176,98,66,192,199,26,126,125,85,185
468,393,3499,29,29,42,43,65,68,47,52,25,25,49,49,71,71,31,31,85,85,32,32,22,52,73,65,22,55,78,22,95,32,20,41,73,58,21,62,82,15,95,29,120,141,73,58,21,62,82,115,195,29
469,568,3202,14,14,87,87,9,9,77,76,13,13,40,40,74,74,17,18,67,67,47,47,14,85,10,72,12,42,72,19,65,52,14,95,6,68,12,36,76,17,58,47,14,95,106,68,12,36,76,17,58,47
470,681,3102,5,5,89,90,91,90,10,10,70,79,18,20,54,49,60,73,73,70,28,30,7,85,85,12,82,27,45,75,74,35,5,98,89,13,78,22,44,87,71,27,5,198,189,13,78,122,44,87,171,127
471,484,3296,24,20,19,18,18,17,24,29,4,3,64,64,87,87,60,60,25,32,50,50,18,14,14,32,1,65,85,60,40,45,22,12,14,27,1,66,98,64,32,37,22,112,14,27,1,166,198,164,32,137
472,515,3220,72,72,11,11,56,58,69,67,63,67,80,80,26,26,4,5,9,9,30,29,70,10,65,60,75,82,27,7,10,27,61,9,58,64,70,78,23,5,10,22,161,109,58,164,70,78,123,5,110,122
473,337,3372,22,19,51,47,76,70,72,60,65,60,83,82,25,23,88,85,10,12,84,74,19,45,65,55,58,82,22,84,12,72,17,43,59,52,53,98,19,99,13,81,17,43,59,52,53,98,19,99,13,81
474,337,3389,68,68,71,71,78,78,68,68,26,19,68,68,23,24,68,65,34,28,31,32,68,65,78,68,16,70,27,60,22,35,64,59,91,63,16,62,22,54,20,28,64,59,191,163,116,162,122,154,20,28
475,454,3345,70,70,25,25,30,29,35,33,68,70,68,70,75,73,62,58,35,40,72,72,73,27,28,32,72,72,72,55,45,72,73,22,26,30,70,68,74,51,39,76,73,122,26,30,170,68,174,151,139,76
476,430,3280,60,61,82,76,55,55,10,10,62,56,38,39,75,73,82,80,12,11,55,53,62,72,55,10,52,40,72,78,10,52,68,75,53,8,46,32,74,92,9,42,168,75,153,8,46,32,174,92,109,142
477,466,3383,80,81,88,85,6,8,3,3,37,36,60,70,12,13,18,16,44,44,76,76,82,85,10,4,34,70,13,15,45,75,78,93,9,3,26,83,11,14,39,79,78,93,9,103,126,183,11,114,39,79
478,512,3480,54,56,84,84,69,69,72,71,74,74,83,83,82,83,14,14,64,61,76,76,58,85,70,65,72,85,85,13,54,75,53,97,63,67,72,95,90,11,48,80,53,97,63,67,172,95,190,11,148,80
479,986,3095,70,70,68,70,59,58,46,49,55,58,8,9,65,65,45,47,58,70,77,72,75,76,70,52,63,10,73,52,80,72,70,79,61,47,56,10,77,47,66,75,70,179,161,147,156,10,177,47,66,75
480,428,3273,3,3,28,32,76,76,83,80,71,71,37,37,60,63,4,4,54,56,2,1,3,35,78,72,70,14,68,4,60,1,3,27,84,77,74,24,63,3,64,1,3,127,184,77,74,124,163,103,164,1
481,999,3363,54,62,47,62,58,57,70,70,71,75,66,66,40,40,78,78,50,53,20,20,63,55,55,72,78,68,35,75,55,19,56,53,49,81,81,64,28,87,62,17,156,153,49,81,181,64,28,87,62,17
482,1169,3302,74,74,81,68,44,46,12,12,36,42,73,82,32,32,89,86,48,46,46,56,74,62,52,10,50,85,32,85,45,62,85,57,50,9,40,100,27,89,37,68,185,57,50,9,140,100,27,189,137,168
483,334,3089,75,80,75,75,80,80,72,73,50,53,45,50,3,2,13,13,25,25,64,64,85,72,82,78,58,55,1,14,28,65,89,74,92,92,53,62,1,14,26,59,189,174,192,92,53,62,1,14,26,59
484,698,3455,65,68,45,50,48,52,4,3,8,9,6,5,24,29,38,45,75,80,65,65,68,55,54,3,10,5,32,50,85,67,64,46,48,2,6,4,29,43,95,65,64,146,148,102,106,104,29,143,95,65
485,622,3214,88,80,27,30,90,87,26,26,54,78,26,30,99,95,46,55,72,72,80,78,75,34,85,25,78,32,95,65,72,78,89,25,97,23,91,24,95,55,77,92,89,25,197,23,91,24,195,55,77,92
486,598,3310,28,30,10,11,18,21,15,13,51,46,81,82,59,55,60,60,86,84,69,69,35,12,27,14,45,85,45,60,75,70,28,8,23,14,44,100,36,60,85,73,28,108,123,14,44,100,136,160,85,173
487,434,3113,55,55,83,83,56,60,32,30,27,25,14,14,38,40,72,68,45,48,82,84,52,85,68,25,14,12,45,74,55,85,49,89,56,23,13,12,43,85,46,96,149,189,56,23,113,12,43,185,146,196
488,329,3317,68,68,74,74,68,68,50,50,4,4,65,65,40,40,76,76,85,85,40,40,72,70,60,55,3,68,38,78,78,52,71,74,54,62,2,63,33,92,99,47,71,74,154,62,102,163,33,92,199,147
489,269,3061,16,15,72,72,55,55,59,59,44,44,37,40,73,73,84,77,63,63,84,84,13,75,52,60,52,45,72,75,62,82,11,70,49,57,33,41,75,84,68,98,11,70,149,157,133,41,175,84,168,98
490,1330,3436,70,54,85,85,21,25,60,60,35,33,92,79,28,33,70,64,37,40,2,2,52,85,27,60,32,75,35,65,45,3,50,93,18,57,24,79,27,58,36,2,50,93,118,157,24,79,127,58,136,2
491,407,3029,30,32,75,75,35,32,9,9,80,78,80,80,52,52,12,13,21,21,63,63,35,72,27,9,74,85,52,14,18,62,27,74,18,7,85,96,42,12,22,52,127,174,118,107,185,196,42,112,22,152
492,332,3323,67,75,7,4,65,65,12,10,57,65,47,52,48,49,8,11,38,38,65,72,78,3,70,10,65,52,52,10,35,75,82,2,67,10,67,41,54,8,38,86,182,102,167,10,67,141,54,8,38,86
493,764,3313,57,63,27,31,74,78,14,13,38,38,41,43,86,86,47,42,76,76,32,28,70,34,78,12,38,45,85,35,75,22,83,26,82,8,33,39,90,30,85,19,183,126,182,108,33,139,90,130,85,19
494,345,3078,80,80,25,26,80,80,55,55,6,5,75,75,50,50,55,55,40,45,17,16,78,15,76,52,5,72,52,65,58,16,86,14,79,50,4,81,49,58,53,16,186,114,179,50,4,81,149,158,53,116
495,689,3146,36,39,24,16,11,13,60,60,70,72,4,4,75,75,83,81,42,45,32,33,45,15,14,55,72,4,75,78,45,35,34,14,12,51,71,3,87,83,39,38,134,114,112,151,71,103,87,83,139,38
496,672,3302,70,72,72,65,50,54,10,10,38,44,80,82,33,32,82,84,45,45,58,60,74,62,52,10,50,85,32,85,45,62,85,57,50,9,40,100,27,89,37,68,185,57,50,9,140,100,27,189,137,168
497,639,3172,20,20,63,63,76,76,33,32,11,11,67,68,71,71,39,32,32,42,81,81,18,72,75,27,12,72,73,22,52,85,15,70,80,18,12,81,73,20,35,93,15,170,80,118,12,81,73,120,135,93
498,1040,3091,58,51,74,74,41,41,54,54,52,58,84,84,91,75,74,70,56,54,13,11,45,82,62,55,60,85,75,65,55,10,37,78,68,50,60,96,88,59,62,10,137,78,168,150,160,96,188,159,62,110
499,300,3015,36,48,25,18,46,45,36,40,55,65,85,80,51,68,42,48,41,50,78,83,52,16,45,40,67,75,70,52,55,85,42,16,43,32,65,89,67,54,51,93,142,116,43,32,65,89,167,54,51,93
500,649,3299,17,20,77,76,13,13,72,74,73,73,32,30,9,9,54,58,85,82,88,85,22,75,13,75,73,27,10,62,78,82,15,87,11,70,77,18,6,68,84,100,115,87,11,70,177,118,106,168,184,200
501,566,3403,88,82,94,91,22,21,96,95,88,82,42,47,84,84,50,50,45,45,59,65,78,85,18,95,74,52,82,48,45,72,78,97,22,95,85,41,100,45,43,70,178,197,22,195,185,141,200,45,43,170
502,464,3038,28,28,31,42,20,15,35,45,8,9,22,22,28,32,77,76,4,3,54,54,27,45,13,52,10,22,42,75,2,55,18,39,11,41,9,20,36,84,1,51,118,39,11,141,109,120,36,84,101,151
503,416,3090,55,58,20,20,65,65,48,48,21,21,62,62,40,40,55,55,18,18,70,71,75,15,72,63,27,68,52,70,20,78,86,14,81,56,23,56,47,63,17,91,86,114,81,156,123,56,47,63,117,191
504,812,3401,68,70,70,71,69,69,10,10,70,70,29,30,70,73,75,79,30,38,40,45,73,74,70,9,70,35,76,85,45,50,77,71,74,7,83,28,79,96,34,40,177,171,74,107,183,128,179,196,134,140
505,436,3344,43,46,39,42,13,14,46,46,62,64,51,57,26,33,31,32,78,78,87,87,55,45,16,45,72,62,45,35,78,85,46,41,16,44,76,68,32,27,82,90,146,41,16,44,76,168,132,127,82,90
506,278,3262,24,21,68,72,26,29,68,70,34,37,73,76,7,7,48,50,14,14,85,78,18,78,32,73,40,82,10,68,16,72,22,82,27,77,32,92,7,63,16,81,22,82,27,177,32,192,7,163,16,81
507,417,3334,58,61,73,73,49,51,14,14,48,49,36,37,26,28,3,3,56,58,9,11,60,72,55,14,52,38,35,3,60,12,54,77,46,12,47,33,27,2,60,8,154,77,146,112,47,33,127,102,160,108
508,1095,3281,80,80,45,50,47,40,85,85,37,37,81,82,37,36,47,52,60,60,82,82,68,50,35,85,38,82,35,52,62,75,64,43,38,93,33,93,28,42,61,80,64,143,38,93,33,193,128,142,61,80
509,721,3016,88,89,78,80,76,77,13,13,56,52,68,68,4,4,58,57,92,90,28,33,95,85,78,12,52,70,5,55,85,45,95,96,82,11,54,67,4,49,89,32,195,196,182,111,54,167,4,49,189,132
510,547,3069,87,85,46,48,72,74,76,78,62,64,49,50,81,83,90,80,65,67,12,10,78,55,85,82,75,52,85,78,70,8,99,51,95,92,76,48,97,78,74,6,199,51,95,192,176,48,197,178,74,6
511,618,3080,23,23,13,13,68,69,35,33,42,43,32,30,28,25,68,68,34,34,45,43,18,12,72,32,45,27,22,67,32,50,15,8,68,24,40,22,20,65,27,40,15,108,68,24,40,122,20,65,27,140
512,776,3200,49,50,54,52,61,61,3,3,89,86,91,88,57,60,85,79,42,43,32,30,52,52,60,3,85,84,62,78,45,28,42,49,60,3,94,99,52,81,39,26,142,149,60,3,94,99,152,181,139,26
513,1039,3182,15,15,40,43,38,35,64,65,73,78,2,3,86,85,43,46,39,44,6,8,14,45,35,65,85,3,85,48,45,10,14,39,35,66,96,2,90,45,41,7,14,139,35,166,196,2,90,45,41,7
514,679,3488,72,72,15,14,15,14,50,52,76,78,76,75,32,39,8,10,78,75,82,85,72,14,14,52,78,75,42,10,73,85,81,14,13,54,82,80,36,8,77,97,81,14,113,54,82,80,36,8,177,97
515,679,3144,74,74,80,77,27,27,85,84,53,55,37,37,50,55,67,67,24,26,46,46,72,75,28,78,65,40,60,68,32,45,75,88,21,78,58,32,60,64,24,37,175,188,121,178,158,32,160,64,24,37
516,444,3447,58,56,73,71,81,79,57,58,27,31,49,54,38,37,31,31,63,65,73,71,52,70,76,60,35,65,35,32,70,65,46,63,79,54,29,55,38,27,83,67,46,63,179,154,129,55,38,27,183,67
517,794,3176,77,77,53,54,32,40,52,52,74,74,68,66,82,78,25,22,46,48,82,78,78,55,52,54,72,62,70,19,52,75,91,52,35,45,80,52,73,17,48,89,191,52,135,145,180,152,173,17,48,89
518,1029,3051,37,36,5,5,53,60,43,48,18,17,70,72,52,52,38,36,28,24,32,38,35,5,63,52,15,72,52,35,22,40,28,4,56,41,14,72,42,28,20,32,28,104,156,141,114,172,142,128,120,32
519,756,3223,70,75,39,37,3,4,58,57,82,80,86,80,85,87,88,88,60,68,55,56,80,34,3,60,78,78,82,85,70,55,66,25,2,57,87,82,93,96,63,52,66,25,2,157,187,82,193,196,63,52
520,598,3064,12,13,84,83,71,71,53,54,74,76,68,75,42,43,8,8,15,23,72,69,14,82,72,55,78,80,45,8,28,65,12,93,71,62,86,66,37,6,25,59,112,193,71,62,186,66,137,6,125,159
521,856,3120,32,32,41,41,64,66,27,28,10,10,30,31,39,38,45,46,73,73,69,69,32,35,72,34,10,35,35,45,72,70,31,31,69,25,6,27,28,40,75,67,31,131,169,25,106,127,128,40,175,167
522,384,3116,62,62,70,73,25,26,35,40,5,5,32,33,58,60,55,55,35,37,2,3,67,75,28,45,5,34,68,60,42,3,65,84,21,34,4,26,63,57,36,3,65,84,121,134,104,126,163,157,36,3
523,406,3381,20,17,66,65,47,47,84,82,39,36,21,18,88,80,23,25,52,55,70,65,15,62,45,78,35,16,72,27,60,60,14,57,40,92,29,16,72,19,60,60,114,57,40,92,129,116,172,119,160,60
524,851,3224,80,86,8,9,64,66,48,49,43,43,32,32,70,70,80,79,75,76,64,64,85,10,70,55,45,22,72,75,78,65,94,6,63,62,40,20,76,86,92,65,94,106,63,62,40,120,76,86,92,165
525,384,3191,65,65,55,55,40,38,60,58,75,75,78,78,75,73,65,60,3,3,40,40,65,52,35,54,78,78,70,55,4,42,72,33,30,45,81,82,62,51,3,36,72,133,130,145,181,182,162,151,103,36
526,297,3323,65,72,5,3,55,65,10,10,60,60,45,45,40,40,8,9,35,35,70,70,78,3,70,10,65,52,52,10,35,75,82,2,67,10,67,41,54,8,38,86,182,102,167,10,67,141,54,8,38,86
527,929,3317,68,71,73,73,67,64,61,61,3,3,66,67,41,41,74,76,84,82,53,53,72,70,60,55,3,68,38,78,78,52,71,74,54,62,2,63,33,92,99,47,71,74,154,62,102,163,33,92,199,147
